x_mean,x_std,x_max,x_min,x_mad,y_mean,y_std,y_max,y_min,y_mad,z_mean,z_std,z_max,z_min,z_mad,activity
5.1798496,1.0580863,6.66,4.2495484,0.986767,2.2189696,2.3598714,5.28,-0.46309182,2.0406873,1.7116376,4.0394435,6.47,-3.405087,3.4111497,Downstairs
5.003718,2.9833753,9.11,2.1111538,2.7375212,4.0980954,2.235416,6.17,0.9942854,2.0692065,5.926744,3.0909421,10.23,3.11,2.8688366,Downstairs
9.591375,6.3950915,18.31,3.15,5.812416,8.4780035,6.536618,17.62,2.72,6.094665,3.6771622,2.4908946,7.12,1.31,2.2952251,Downstairs
6.5621524,3.7614949,11.88,3.7864566,3.545232,9.423549,6.273526,17.43,2.11,5.337635,7.6269593,6.201021,15.83,0.84,5.4686933,Downstairs
4.0231047,4.7686906,10.69,-0.19068487,4.444596,2.2609332,4.006168,7.78,-1.607201,3.6793778,2.768095,4.3293896,8.73,-1.42,3.974603,Downstairs
4.277429,5.4626374,10.57,-2.75,4.684953,2.323144,1.5328188,4.33,0.61,1.337904,1.3930331,3.994004,6.21,-3.57,3.308689,Downstairs
9.0878525,8.542468,19.42,-1.5,7.0585685,3.3981209,6.1625004,10.15,-4.75,5.4320807,3.8552573,3.1692402,7.86,0.11,2.6698284,Downstairs
4.7778926,4.5046635,10.38,-0.65,3.7347386,7.51317,8.158401,18.24,-1.53,7.1512203,6.427338,5.2821593,13.87,2.152015,4.9617743,Downstairs
1.3451076,1.7813059,3.72,-0.57,1.5832616,0.26350293,2.6011117,3.41,-2.96,2.1490018,-0.36131763,0.34181732,0.11,-0.69,0.31421176,Downstairs
4.4038677,1.8566821,6.44,1.95,1.6359118,1.7339792,3.7294931,6.93,-1.6480621,3.4640138,2.1920156,3.6206892,7.31,-0.50395286,3.4119895,Downstairs
8.302602,5.277707,12.15,0.84,4.9750676,5.121265,3.3356712,8.08,0.46,3.1075096,4.8408213,3.1843731,8.73,0.93,2.607214,Downstairs
3.8965359,3.292843,8.54,1.27,3.0956428,2.646823,4.082262,7.97,-1.95,3.5487845,4.0807624,4.228004,8.73,-1.5,3.7205086,Downstairs
3.88,5.248568,11.3,-0.0,4.9466667,3.9385383,6.000811,11.73,-2.87,5.1943073,2.3398438,5.3264813,9.85,-1.920469,5.006771,Downstairs
2.4882648,3.7517192,7.55,-1.42,3.37449,3.9742725,3.9574564,8.5,-1.14,3.4095144,3.8548594,2.0455654,6.66,1.84,1.8700937,Downstairs
-0.17724071,2.6014187,2.96,-3.41,2.1551728,0.20384865,1.0697899,1.5,-1.12,0.88256574,2.269941,2.5788982,5.9,0.14982383,2.4200392,Downstairs
10.369438,7.931226,19.0,-0.15,7.0129585,0.6310835,5.8294086,8.28,-5.8567495,5.0992775,2.873823,8.148766,14.37,-3.568531,7.664118,Downstairs
6.0882316,6.890203,14.9,-1.92,5.8745117,4.3687997,7.447072,14.9,-0.99,7.0208,4.3052382,7.092453,14.33,-0.9942854,6.6831746,Downstairs
3.1310892,4.4257345,9.38,-0.3,4.1659408,2.8610306,5.168687,10.04,-1.92,4.7859797,2.64379,5.211816,9.85,-2.3,4.80414,Downstairs
3.5561771,3.3639772,7.67,-0.57,2.7507846,4.648134,3.0206974,8.85,1.88,2.801244,10.05831,6.2873626,17.92,2.53,5.2411275,Downstairs
2.4159815,3.2224908,6.89,-0.5720546,2.9826787,2.8811414,2.8928297,6.97,0.72,2.7259057,5.2739263,3.451566,9.77,1.38,2.9973824,Downstairs
1.9306717,3.7999337,6.47,-2.83,3.1737807,0.42217204,3.2969244,3.87,-4.02,2.961448,0.32983044,1.5015639,2.41,-1.08,1.3867798,Downstairs
5.1835675,5.5052376,11.26,-2.07,4.835712,4.0507436,6.9380884,13.76,-2.03,6.472838,8.366314,7.291981,17.54,-0.3,6.1157913,Downstairs
4.099106,3.3979824,8.39,0.08,2.8605964,6.232406,4.407776,10.69,0.23,4.0016036,8.289418,8.910645,19.5,-2.3,7.4737206,Downstairs
-0.42971298,1.8308659,1.54,-2.87,1.6268579,-0.07815385,0.58346415,0.57,-0.84446156,0.5108718,1.9258642,4.151748,7.74,-1.69,3.8760903,Downstairs
2.5289364,2.4235842,4.9,-0.8,2.2192907,0.22757985,2.0679936,2.45,-2.53,1.8383865,0.11999998,0.9265347,1.31,-0.95,0.79333323,Downstairs
2.041774,5.023142,8.69,-3.45,4.4321504,2.6688387,4.653333,8.89,-2.3,4.147441,3.6786106,4.3943233,9.85,-0.04,4.1142597,Downstairs
3.6356947,3.765317,8.54,-0.61291564,3.269537,6.016516,3.0517464,10.31,3.49,2.8623228,7.159471,4.519445,12.03,1.14,4.01298,Downstairs
6.589563,3.6888864,11.8,3.76,3.4736252,8.8732605,8.60277,19.5,-1.57,7.084493,3.1170313,8.826118,13.18,-8.31,7.6180215,Downstairs
3.320306,4.2460885,7.74,-2.41,3.8202038,3.9955444,2.8323886,7.63,0.72,2.4229705,5.771643,7.9522943,16.66,-2.11,7.258904,Downstairs
4.522022,2.9621756,7.44,0.46,2.7080142,4.900006,2.6741881,7.35,1.18,2.480004,4.7627463,5.456237,12.45,0.34,5.124836,Downstairs
4.2280364,5.3027887,11.69,-0.15,4.9746423,2.2729096,7.5944552,12.91,-4.3312707,7.091394,3.3602479,6.208842,12.03,-2.1792557,5.7798347,Downstairs
-0.29362032,2.6026032,2.76,-3.6,2.204253,-0.04068486,1.9431915,2.56,-2.11,1.7337899,1.1205873,2.3948953,4.29,-1.4982382,2.1129417,Downstairs
4.81,3.1480894,8.54,0.84,2.6466668,4.8433337,3.0848591,8.47,0.93,2.6088889,4.686667,3.1649156,8.43,0.69,2.6644444,Sitting
4.7466664,3.3014774,8.69,0.61,2.7577775,4.7766666,3.3184063,8.73,0.61,2.7777774,4.71,3.3230407,8.66,0.53,2.7866669,Sitting
4.3766665,3.3847141,8.92,0.8,3.0288887,4.2466664,3.5686815,9.15,0.76,3.2688885,4.33,3.8520384,9.66,0.69,3.5533333,Sitting
4.29,3.870926,9.38,0.0,3.3933334,4.3033333,3.896172,9.34,-0.15,3.3577778,4.403333,3.9725835,9.53,-0.15,3.4177778,Sitting
4.4166665,3.784621,8.92,-0.34,3.1711113,4.3933334,3.7895148,8.89,-0.38,3.1822224,4.4333334,3.7276835,8.81,-0.3,3.1555557,Sitting
4.9466667,2.9712098,8.24,1.04,2.6044443,4.9666667,2.9126086,8.2,1.14,2.551111,4.98,2.939796,8.28,1.14,2.56,Sitting
4.5933337,3.5420742,8.77,0.11,2.988889,4.5699997,3.5390487,8.73,0.08,2.993333,4.53,3.4677465,8.58,0.11,2.9466667,Sitting
4.5699997,3.5573115,8.73,0.04,3.0199997,4.5933332,3.527627,8.73,0.11,2.9888887,4.57,3.5003142,8.66,0.11,2.9733334,Sitting
4.9333334,2.8717282,8.05,1.12,2.5422223,4.9166665,2.9989812,8.2,0.95,2.6444442,4.9066663,3.0166464,8.16,0.89,2.677778,Sitting
4.34,3.9003677,9.3,-0.23,3.3066666,4.346667,3.890624,9.28,-0.23,3.288889,4.423333,3.8549907,9.28,-0.15,3.2377777,Sitting
4.4066668,3.8691802,9.34,-0.11,3.288889,4.4166665,3.7602687,9.19,0.0,3.1822221,4.4166665,3.8498862,9.3,-0.11,3.2555554,Sitting
4.4566665,3.7568986,9.19,0.0,3.1555555,4.4166665,3.7747786,9.19,-0.04,3.1822221,4.48,3.7403474,9.19,0.04,3.14,Sitting
4.8366666,3.2219074,8.73,0.84,2.6644444,4.7999997,3.177714,8.62,0.84,2.64,4.8333335,3.1577032,8.62,0.89,2.6288888,Sitting
4.596667,3.4741938,8.85,0.34,2.8377779,4.61,3.515025,8.92,0.31,2.8733337,4.61,3.5482485,9.0,0.31,2.926667,Sitting
4.13,4.143139,9.51,-0.57,3.5866668,4.18,4.156128,9.58,-0.53,3.5999997,4.19,4.1303105,9.53,-0.53,3.5600002,Sitting
4.7533336,3.4129786,8.81,0.46,2.862222,4.6633334,3.4044707,8.66,0.34,2.882222,4.7266665,3.3487341,8.69,0.5,2.8177776,Sitting
4.443333,3.6424565,8.96,0.04,3.011111,4.4566665,3.6747458,9.0,0.0,3.0288887,4.48,3.6252449,8.92,0.04,2.96,Sitting
4.53,3.630491,9.04,0.15,3.006667,4.5066667,3.688598,9.11,0.08,3.068889,4.52,3.6308768,9.04,0.15,3.0133333,Sitting
4.4966664,3.659001,9.04,0.08,3.0288887,4.48,3.720654,9.11,0.0,3.0866668,4.4666667,3.721239,9.11,0.0,3.0955555,Sitting
4.483333,3.6921568,9.08,0.04,3.0644443,4.47,3.6755679,9.04,0.04,3.0466664,4.4666667,3.721239,9.11,0.0,3.0955555,Sitting
4.4666667,3.721239,9.11,0.0,3.0955555,4.4366665,3.8391867,9.28,-0.11,3.2288888,4.363333,3.9128194,9.3,-0.27,3.291111,Sitting
4.4466667,3.8686116,9.28,-0.19,3.222222,4.3966665,3.8866808,9.28,-0.23,3.2555554,4.403333,3.8644476,9.23,-0.23,3.2177775,Sitting
4.4533334,3.8046842,9.23,-0.08,3.1844444,4.48,3.7533007,9.15,-0.04,3.1133335,4.44,3.770526,9.15,-0.08,3.14,Sitting
4.443333,3.8053498,9.23,-0.08,3.1911108,4.4266667,3.7712448,9.15,-0.08,3.1488888,4.4666667,3.8038778,9.23,-0.08,3.1755555,Sitting
4.443333,3.8166068,9.23,-0.11,3.1911108,4.4199996,3.8005,9.19,-0.11,3.1799996,4.4533334,3.772058,9.19,-0.04,3.1577778,Sitting
4.18,4.165821,9.43,-0.76,3.5,4.27,4.103592,9.43,-0.61,3.4399998,4.396667,3.9541483,9.43,-0.23,3.3555558,Sitting
3.8333333,4.450995,9.43,-1.46,3.7311113,3.8466666,4.4677687,9.47,-1.46,3.748889,3.9166667,4.432195,9.51,-1.33,3.7288888,Sitting
3.8966668,4.408548,9.47,-1.31,3.715556,3.8766668,4.417551,9.47,-1.33,3.7288888,3.9033334,4.433278,9.51,-1.33,3.7377777,Sitting
4.556667,3.6505373,9.3,0.42,3.1622221,4.5533333,3.6046484,9.3,0.57,3.1644447,4.5366664,3.5980024,9.28,0.57,3.1622221,Sitting
2.7966669,5.0587506,9.34,-2.98,4.362222,2.2600002,5.3721566,9.77,-2.49,5.0066667,2.8999999,4.616629,9.23,-1.65,4.22,Sitting
3.1566668,4.7829585,9.77,-1.38,4.4088893,3.32,4.7264013,9.81,-1.31,4.326667,3.176667,4.77435,9.77,-1.38,4.3955555,Sitting
3.64,4.4858966,9.77,-0.84,4.0866666,3.6533334,4.504119,9.81,-0.84,4.1044445,3.6233332,4.5025725,9.77,-0.89,4.097778,Sitting
2.1966665,4.937302,9.08,-2.26,4.5888886,2.1333334,4.8880424,9.0,-1.99,4.577778,4.2633333,5.391551,11.88,0.15,5.0777774,Sitting
2.6833332,4.3920026,8.73,-1.57,4.031111,2.9133332,4.4455547,9.08,-1.23,4.111111,2.7,5.0523725,9.58,-2.41,4.5866666,Sitting
4.34,3.9373174,9.38,-0.23,3.36,4.3266664,3.952808,9.38,-0.27,3.3688889,4.38,3.8861892,9.34,-0.15,3.3066666,Sitting
4.56,3.5192142,8.89,0.27,2.8866665,4.5333333,3.549557,8.96,0.27,2.951111,4.483333,3.588559,9.04,0.27,3.0377777,Sitting
4.4133334,3.8394558,9.3,-0.08,3.257778,4.3799996,3.8107827,9.23,-0.08,3.2333329,4.403333,3.7941558,9.23,-0.04,3.2177775,Sitting
4.3933334,3.8521886,9.3,-0.11,3.2711112,4.3966665,3.8320084,9.28,-0.08,3.2555554,4.48,3.7146823,9.19,0.11,3.14,Sitting
4.0266666,4.417551,9.62,-1.18,3.7288888,4.27,4.1756516,9.62,-0.57,3.5666668,3.6633332,4.3938775,9.3,-1.42,3.757778,Sitting
4.0466666,4.2211084,9.34,-0.99,3.528889,4.0866666,4.188479,9.34,-0.91,3.502222,4.0733333,4.171765,9.3,-0.91,3.4844444,Sitting
4.06,4.203023,9.3,-0.99,3.4933336,4.06,4.203023,9.3,-0.99,3.4933336,4.056667,4.2396727,9.34,-1.04,3.5222225,Sitting
4.066667,4.2447014,9.43,-0.95,3.5755558,4.0766664,4.206838,9.38,-0.91,3.5355556,4.0933337,4.260472,9.47,-0.95,3.5844448,Sitting
4.0633335,4.2078843,9.38,-0.91,3.5444443,4.0866666,4.1803455,9.38,-0.84,3.5288887,4.08,4.2289557,9.43,-0.91,3.5666666,Sitting
4.07,4.1821284,9.34,-0.89,3.5133336,4.0499997,4.191046,9.34,-0.91,3.5266666,4.0633335,4.2078843,9.38,-0.91,3.5444443,Sitting
4.0633335,4.222656,9.38,-0.95,3.5444443,4.0933337,4.1981926,9.38,-0.89,3.5244446,4.0866666,4.206109,9.38,-0.91,3.5288887,Sitting
4.0499997,4.238498,9.38,-0.99,3.5533333,4.02,4.259233,9.38,-1.04,3.573333,4.036667,4.2394524,9.38,-0.99,3.5622222,Sitting
4.0733333,4.240537,9.47,-0.89,3.5977776,4.0466666,4.151669,9.34,-0.8,3.528889,4.1033335,4.2196712,9.47,-0.84,3.5777779,Sitting
4.0866666,4.2210927,9.43,-0.89,3.5622222,4.0833335,4.198939,9.38,-0.89,3.5311115,4.1,4.2199764,9.43,-0.89,3.5533333,Sitting
4.1866665,4.117154,9.38,-0.69,3.4622223,4.11,4.1458173,9.34,-0.8,3.486667,4.1033335,4.2014627,9.43,-0.84,3.5511112,Sitting
4.0066667,4.2750854,9.38,-1.08,3.582222,4.15,4.1257324,9.3,-0.8,3.4333336,4.08,4.2436543,9.43,-0.95,3.5666666,Sitting
4.0733333,4.222293,9.43,-0.89,3.571111,4.066667,4.262725,9.47,-0.95,3.6022224,4.1566668,4.1532025,9.43,-0.72,3.5155556,Sitting
4.4933333,4.6785345,10.23,-1.23,3.8244445,3.96,3.5632102,8.54,-0.15,3.0533333,4.27,4.488259,9.85,-1.14,3.72,Sitting
4.13,4.1845675,9.43,-0.8,3.5333335,4.116667,4.2002883,9.43,-0.84,3.5422223,4.1266665,4.199463,9.43,-0.84,3.5355556,Sitting
4.1433334,4.2196712,9.51,-0.8,3.5777779,4.18,4.158421,9.47,-0.69,3.5266666,4.0866666,4.2210927,9.43,-0.89,3.5622222,Sitting
4.0866666,4.188479,9.34,-0.91,3.502222,4.1233335,4.1626463,9.38,-0.8,3.5044448,4.1733336,4.118222,9.38,-0.69,3.4711113,Sitting
4.113333,4.1634707,9.38,-0.8,3.511111,4.1,4.1466136,9.34,-0.8,3.493333,4.153333,4.167976,9.43,-0.76,3.5177777,Sitting
4.036667,4.174225,9.3,-0.91,3.508889,4.13,4.2171636,9.47,-0.84,3.5600002,4.13,4.1845675,9.43,-0.8,3.5333335,Sitting
4.1033335,4.2014627,9.43,-0.84,3.5511112,4.1,4.179219,9.38,-0.84,3.5199997,4.116667,4.218375,9.47,-0.84,3.568889,Sitting
4.1,4.179219,9.38,-0.84,3.5199997,4.11,4.1784286,9.38,-0.84,3.5133336,4.113333,4.1634707,9.38,-0.8,3.511111,Sitting
4.14,4.2163095,9.47,-0.84,3.5533333,4.1266665,4.147749,9.38,-0.76,3.502222,4.153333,4.167976,9.43,-0.76,3.5177777,Sitting
4.1233335,4.130039,9.34,-0.76,3.4777777,4.116667,4.185788,9.43,-0.8,3.5422223,4.13,4.2027216,9.47,-0.8,3.5600002,Sitting
4.113333,4.1634707,9.38,-0.8,3.511111,4.13,4.1845675,9.43,-0.8,3.5333335,4.1433334,4.168872,9.43,-0.76,3.5244446,Sitting
4.08,4.1781096,9.28,-0.95,3.4666665,4.2133336,4.0677295,9.34,-0.61,3.417778,4.2000003,4.0835524,9.34,-0.65,3.426667,Sitting
3.9333332,4.3749084,9.58,-1.08,3.7644444,3.8433335,4.2894006,9.3,-1.18,3.637778,3.96,4.4786234,9.47,-1.5,3.6733334,Sitting
4.3433332,3.704613,8.96,-0.11,3.0777779,4.443333,3.2669694,8.5,0.5,2.7044442,4.773333,2.9162686,8.28,1.14,2.4222224,Sitting
4.66,3.3726647,8.47,0.27,2.926667,4.613333,3.4803193,8.54,0.08,3.0222223,4.6699996,3.6325564,8.69,-0.11,3.1866665,Sitting
4.11,4.2210503,9.04,-1.27,3.5866668,4.0433335,4.2328897,9.04,-1.31,3.568889,4.133333,4.1773224,8.96,-1.23,3.5755558,Sitting
4.266667,3.9804218,8.77,-0.91,3.451111,4.3033333,3.9746306,8.73,-0.91,3.4755554,4.34,3.9390612,8.77,-0.8,3.426667,Sitting
3.9433334,4.3506656,8.96,-1.65,3.7288888,3.9066668,4.3219934,8.89,-1.65,3.7044446,3.92,4.3429103,8.89,-1.69,3.74,Sitting
3.9966667,4.2583985,8.77,-1.57,3.711111,3.966667,4.345038,8.81,-1.73,3.797778,3.9533331,4.318135,8.73,-1.73,3.788889,Sitting
3.9933336,4.2777433,8.77,-1.61,3.7355556,4.056667,4.2148337,8.77,-1.46,3.677778,4.023333,4.210244,8.66,-1.53,3.702222,Sitting
3.82,4.5360117,9.08,-1.99,3.8733332,3.83,4.5721183,9.23,-1.95,3.8533332,3.8566666,4.3330536,9.08,-1.53,3.591111,Sitting
4.6,3.7264729,8.73,-0.3,3.2666664,4.5699997,3.7081084,8.62,-0.34,3.2733333,4.556667,3.661369,8.54,-0.3,3.2377777,Sitting
4.556667,3.5277975,8.47,-0.08,3.0911112,4.523333,3.6302462,8.58,-0.23,3.1688888,4.56,3.6581144,8.58,-0.27,3.22,Sitting
4.2733335,4.011337,8.89,-0.89,3.4422224,4.183334,4.095057,8.85,-1.12,3.5355556,4.1600003,4.164477,8.85,-1.27,3.6200001,Sitting
4.49,3.7729297,8.69,-0.46,3.3,4.4666667,3.7486026,8.69,-0.42,3.2577775,4.44,3.7833936,8.69,-0.5,3.293333,Sitting
3.0933332,4.7366185,8.96,-2.64,3.911111,3.1766665,4.9398065,9.23,-2.87,4.0355554,3.3499997,4.821542,9.28,-2.53,3.9533331,Sitting
2.9566667,4.9117703,8.92,-3.11,4.0444446,2.7666664,5.3012094,9.15,-3.83,4.3977776,3.0433333,5.082889,9.3,-3.15,4.1711116,Sitting
3.3733332,4.736358,9.23,-2.37,3.9044445,3.3966668,4.813262,9.3,-2.49,3.9355557,3.3633335,4.82144,9.28,-2.53,3.9444444,Sitting
3.3066666,4.7520685,9.11,-2.53,3.8911111,3.3099997,4.8133774,9.23,-2.56,3.9466667,3.26,4.830203,9.23,-2.6,3.9799995,Sitting
2.9566667,4.9891706,9.11,-3.11,4.102222,3.0133333,4.9362626,9.11,-2.98,4.064444,2.9266665,5.047325,9.19,-3.17,4.1755557,Sitting
3.9166667,4.293082,9.0,-1.5,3.611111,3.9333332,4.363579,9.15,-1.53,3.6422222,3.92,4.3363657,9.08,-1.53,3.6333332,Sitting
3.7666667,4.3861704,8.92,-1.8,3.711111,3.78,4.46381,9.08,-1.84,3.7466667,3.7533333,4.479653,9.08,-1.88,3.7555554,Sitting
3.4966667,4.6755414,9.15,-2.3,3.864444,3.4833333,4.6920805,9.15,-2.34,3.882222,3.4833333,4.65943,9.11,-2.3,3.8555553,Sitting
3.4099998,4.7071505,9.19,-2.34,3.8533332,3.4499998,4.7357645,9.23,-2.37,3.8799999,3.4499998,4.719689,9.19,-2.37,3.8799999,Sitting
4.08,4.1781096,9.11,-1.12,3.4666665,4.043333,4.2738376,9.15,-1.31,3.568889,4.056667,4.2724648,9.19,-1.27,3.551111,Sitting
3.3766663,4.773135,9.28,-2.41,3.9355555,3.3966668,4.7652373,9.3,-2.37,3.9355557,3.3733332,4.7574944,9.28,-2.37,3.9377775,Sitting
3.7666664,4.470916,9.19,-1.76,3.6844444,3.8799999,4.3782716,9.15,-1.57,3.6333332,3.9066665,4.3072753,9.04,-1.5,3.6044445,Sitting
3.22,4.78561,8.92,-2.79,4.0066667,3.26,4.8333497,9.04,-2.79,4.0333333,3.2133331,4.946718,9.15,-2.96,4.1155553,Sitting
3.5166667,4.682851,9.51,-1.92,3.9955556,3.5,4.6523614,9.47,-1.88,3.9800003,3.57,4.621133,9.51,-1.76,3.96,Sitting
3.7666667,4.4752827,9.53,-1.38,3.8422222,3.7766666,4.4217744,9.47,-1.31,3.7955558,3.8033333,4.4236436,9.51,-1.27,3.8044446,Sitting
3.493333,4.6816688,9.53,-1.88,4.024444,3.5466664,4.64731,9.53,-1.8,3.9888887,3.5199997,4.637938,9.53,-1.76,4.0066667,Sitting
4.023333,4.331838,9.51,-1.08,3.6577778,3.993333,4.276021,9.38,-1.08,3.5911112,4.023333,4.3138566,9.47,-1.08,3.6311111,Sitting
3.9333334,4.3882446,9.43,-1.31,3.6644447,4.0433335,4.272941,9.38,-1.08,3.5577781,4.1,4.187704,9.34,-0.91,3.493333,Sitting
4.2066665,4.0838,9.28,-0.72,3.382222,4.2033334,4.0627275,9.23,-0.72,3.3511112,4.2266665,4.0176306,9.19,-0.65,3.3088887,Sitting
4.2633333,4.063007,9.3,-0.65,3.3577778,4.24,4.002857,9.23,-0.57,3.3266666,4.2799997,3.9857328,9.23,-0.53,3.3,Sitting
3.9733334,4.2997775,9.38,-1.14,3.6044445,3.9433334,4.318073,9.34,-1.23,3.5977776,4.0066667,4.2750854,9.38,-1.08,3.582222,Sitting
4.0933337,4.1630464,9.3,-0.89,3.4711113,4.12,4.1610656,9.28,-0.91,3.4399998,4.1,4.1703796,9.3,-0.91,3.4666665,Sitting
4.1766667,4.14393,9.38,-0.76,3.4688885,4.0933337,4.221606,9.3,-1.04,3.4711113,4.0733333,4.23703,9.38,-0.99,3.537778,Sitting
4.2000003,4.0926275,9.3,-0.72,3.4000003,4.1866665,4.0344872,9.19,-0.69,3.3355553,4.2433333,4.0551724,9.28,-0.65,3.3577778,Sitting
3.706667,4.0837917,8.85,-1.14,3.428889,3.8733332,4.6805224,9.7,-1.76,3.8844445,3.7033331,4.3428435,9.23,-1.38,3.6844444,Sitting
3.8033333,4.383548,9.34,-1.38,3.6911113,3.756667,4.49011,9.47,-1.5,3.8088892,3.5800002,4.6761737,9.51,-1.92,3.9533336,Sitting
3.4533336,4.7609267,9.43,-2.22,3.9844446,3.39,4.7382345,9.3,-2.3,3.9399998,3.5033333,4.620493,9.28,-2.03,3.8511112,Sitting
3.1000001,5.1201367,9.43,-3.11,4.22,3.3166668,4.8424125,9.3,-2.56,3.988889,3.5999997,4.7817636,9.53,-2.18,3.9533331,Sitting
3.36,4.7028146,8.69,-2.75,4.0733333,3.5600002,4.6674833,8.81,-2.53,4.06,3.6633337,4.7120366,8.89,-2.53,4.1288886,Sitting
2.486667,5.1868963,8.47,-4.18,4.4444447,2.54,5.1853127,8.5,-4.14,4.4533334,2.76,5.089361,8.66,-3.76,4.346667,Sitting
2.96,4.9370093,8.5,-3.49,4.2999997,3.0133333,4.96465,8.62,-3.45,4.308889,2.96,4.962385,8.58,-3.49,4.2999997,Sitting
2.9733334,4.8479023,8.81,-3.06,4.0222225,2.9400003,4.768361,8.77,-2.91,3.8999999,2.96,4.814125,8.92,-2.87,3.9733334,Sitting
2.57,5.1413293,8.47,-4.06,4.42,2.58,5.171924,8.5,-4.1,4.4533334,2.57,5.1280084,8.43,-4.06,4.42,Sitting
2.5533335,5.151093,8.39,-4.14,4.4622226,2.5433333,5.1300445,8.39,-4.1,4.428889,2.5800002,5.1489096,8.43,-4.1,4.4533334,Sitting
2.5966666,5.1260405,8.47,-4.02,4.4111114,2.5366666,5.179654,8.54,-4.1,4.424444,2.55,5.1625767,8.54,-4.06,4.4066663,Sitting
2.7066667,5.158529,8.62,-3.95,4.437778,2.6266668,5.1156774,8.58,-3.91,4.3577776,2.9000003,5.0003266,8.77,-3.45,4.233333,Sitting
3.0766668,4.85513,8.47,-3.3,4.2511115,3.0900002,4.8255644,8.43,-3.26,4.2333336,3.1066666,4.92483,8.58,-3.36,4.311111,Sitting
2.7566664,5.166213,8.62,-3.95,4.4711113,2.7733333,5.19652,8.66,-3.98,4.502222,2.823333,5.040968,8.66,-3.64,4.308889,Sitting
2.62,5.1203127,8.5,-3.98,4.4,2.6433332,5.1227617,8.54,-3.95,4.3955555,2.6299999,5.1209826,8.54,-3.95,4.386667,Sitting
2.58,5.1528115,8.5,-4.06,4.4266667,2.62,5.1528115,8.54,-4.02,4.4266667,2.6466668,5.137505,8.54,-3.98,4.417778,Sitting
2.58,5.1853127,8.54,-4.1,4.4533334,2.6066666,5.164632,8.58,-4.02,4.4177775,2.62,5.1663527,8.58,-4.02,4.4266667,Sitting
3.0633333,4.941419,8.58,-3.41,4.3155556,3.08,4.9073277,8.54,-3.36,4.293333,3.0933332,4.8980627,8.5,-3.36,4.302222,Sitting
2.51,5.2138467,8.54,-4.18,4.4599996,2.506667,5.2039237,8.47,-4.21,4.477778,2.5666668,5.166213,8.43,-4.14,4.4711113,Sitting
2.5566666,5.3134885,8.77,-4.21,4.5111113,2.5166667,5.1663613,8.35,-4.21,4.4844446,2.7066667,5.231197,8.62,-4.1,4.5377774,Sitting
2.96,5.0017796,8.58,-3.57,4.353333,2.9233334,4.984953,8.5,-3.6,4.348889,3.0,4.989315,8.58,-3.53,4.353333,Sitting
2.516667,5.151649,8.35,-4.18,4.4644446,2.4400003,5.160278,8.31,-4.25,4.46,2.4166667,5.169999,8.35,-4.25,4.4444447,Sitting
2.43,5.2104187,8.24,-4.4,4.5533333,2.5166667,5.169528,8.16,-4.33,4.564444,2.53,5.207501,8.28,-4.33,4.5733333,Sitting
2.3799999,5.2532907,8.28,-4.48,4.5733333,2.3933332,5.2034945,8.24,-4.4,4.5288887,2.4166667,5.262156,8.35,-4.44,4.571111,Sitting
2.4633334,5.2034945,8.31,-4.33,4.528889,2.4533336,5.236477,8.31,-4.4,4.568889,2.4399998,5.1973133,8.24,-4.37,4.54,Sitting
2.3799999,5.2732024,8.28,-4.52,4.6,2.4033334,5.22743,8.31,-4.4,4.5355554,2.4000003,5.2121844,8.31,-4.37,4.5133333,Sitting
2.2766666,5.2619405,8.24,-4.56,4.557778,2.26,5.293411,8.24,-4.63,4.5933332,2.2533333,5.3246994,8.28,-4.67,4.6155553,Sitting
2.4799998,5.058142,8.2,-4.1,4.386667,2.5666666,5.074336,8.2,-4.1,4.444444,2.5566666,5.18107,8.24,-4.29,4.5644445,Sitting
2.3266666,5.145252,8.2,-4.33,4.437778,2.3733335,5.2873583,8.39,-4.48,4.568889,2.29,5.3311224,8.28,-4.67,4.64,Sitting
2.67,5.1184435,8.2,-4.14,4.54,2.6833334,5.089691,8.16,-4.1,4.522222,2.6566665,5.126417,8.24,-4.14,4.531111,Sitting
2.4166667,5.1955643,8.2,-4.4,4.5444446,2.4166667,5.2402053,8.28,-4.44,4.571111,2.4000003,5.28629,8.31,-4.52,4.613333,Sitting
2.22,5.361648,8.35,-4.71,4.6200004,2.18,5.3809357,8.31,-4.79,4.646667,2.2133334,5.401064,8.31,-4.82,4.688889,Sitting
2.1966665,5.3543897,8.28,-4.75,4.631111,2.1966665,5.3350058,8.28,-4.71,4.6044445,2.2066667,5.3464155,8.31,-4.71,4.611111,Sitting
2.57,5.3286085,8.47,-4.44,4.6733336,2.4566667,5.2480874,8.28,-4.44,4.597778,2.5566666,5.2133183,8.28,-4.33,4.5911107,Sitting
2.1699998,5.356572,8.24,-4.79,4.64,2.1433332,5.3264017,8.16,-4.79,4.6222224,2.1833332,5.306815,8.2,-4.71,4.595556,Sitting
2.3,5.293411,8.28,-4.59,4.5933332,2.2966669,5.3220634,8.31,-4.63,4.617778,2.2866666,5.310771,8.28,-4.63,4.611111,Sitting
2.6566668,5.1040525,8.16,-4.14,4.5311112,2.67,5.107465,8.16,-4.14,4.54,2.6833334,5.1539392,8.24,-4.18,4.5755553,Sitting
2.3133335,5.309114,8.05,-4.75,4.708889,2.3,5.2934365,8.08,-4.71,4.673333,2.3133333,5.2668543,8.12,-4.63,4.6288886,Sitting
